stub,total_fenestration_area_nm2,total_fenestration_area_um2,covered_area_nm2,covered_area_um2,porosity_fraction,porosity_percent
PR16_ME_15,1193187.661824,1.193187661824,6780460.765184,6.780460765184,0.17597442167215618,17.59744216721562
PR5_ME_39,896357.3917440001,0.8963573917440001,5093777.869632001,5.093777869632001,0.17597104048998455,17.597104048998453
PR6_ME_15,1077826.752576,1.0778267525760001,6147705.051136001,6.147705051136001,0.1753218060415625,17.53218060415625
FAS6_ME_new_02,1004403.9651360002,1.0044039651360002,5729046.382928001,5.729046382928001,0.17531782743617264,17.531782743617264
PR17_ME_19,876972.1527,0.8769721527,5003508.267,5.003508267,0.17527145073067188,17.52714507306719
FAS4_ME_new_04,544727.3386720001,0.5447273386720001,3115054.0215520007,3.115054021552001,0.17486930721047425,17.486930721047425
PR10_ME_05,328463.22312000004,0.32846322312000004,1880205.720624,1.8802057206240002,0.17469536419184498,17.469536419184497
PR20_ME_24,1073724.7977,1.0737247977,6160468.284,6.160468284,0.17429272389709133,17.429272389709134
FAS24_ME_31,930647.7939,0.9306477939000001,5342915.3354,5.3429153354,0.17418351882424626,17.418351882424627
PR17_ME_20,601341.4404,0.6013414403999999,3455997.6536999997,3.4559976537,0.1739993775042649,17.39993775042649
FAS23_ME_04,934553.4732,0.9345534732,5371408.584225,5.371408584225,0.17398666635501156,17.398666635501154
FAS20_ME_13,816524.1810880001,0.8165241810880001,4703489.770848,4.703489770848001,0.17359965065700303,17.359965065700305
FAS6_ME_new_06,1314118.1942240002,1.3141181942240001,7584597.651136001,7.584597651136001,0.1732614246224617,17.326142462246167
PR5_ME_22,1196899.2998400002,1.1968992998400003,6923261.224000001,6.923261224000002,0.17288085211790935,17.288085211790936
FAS6_ME_new_12,696503.5821920001,0.6965035821920001,4028845.7021120004,4.028845702112,0.17287919014294323,17.287919014294324
PR16_ME_30,458072.450048,0.458072450048,2649728.082944,2.649728082944,0.17287526708742704,17.287526708742703
PR22_ME_12,805773.5658,0.8057735658,4666291.9344,4.666291934399999,0.17267963023483823,17.267963023483823
PR17_ME_36,739449.5427,0.7394495427,4306295.8665,4.306295866499999,0.17171359461211327,17.171359461211328
FAS19_ME_05,785328.7771599999,0.7853287771599999,4579527.881287999,4.579527881288,0.17148684264350958,17.14868426435096
PR6_ME_12,1179530.2659840002,1.1795302659840001,6886767.045440001,6.886767045440002,0.17127488968354365,17.127488968354363
PR9_ME_07,227141.34177600002,0.227141341776,1330656.142896,1.330656142896,0.17069875113014277,17.069875113014277
FAS15_ME_05,766558.8987680001,0.7665588987680001,4491846.76824,4.49184676824,0.17065562079900468,17.065562079900467
PR17_ME_10,662110.0947,0.6621100947,3882617.2989,3.8826172988999996,0.17053189735892466,17.053189735892467
PR6_ME_57,606173.7937280001,0.6061737937280002,3564452.2741120006,3.5644522741120004,0.17006085286385664,17.006085286385662
PR5_ME_23,844524.6824960001,0.8445246824960001,4973141.2861440005,4.973141286144,0.16981715055009325,16.981715055009325
FAS19_ME_23,882994.174825,0.882994174825,5199963.5353500005,5.19996353535,0.16980776284723836,16.980776284723838
FAS24_ME_18,935195.839488,0.935195839488,5510271.7429760005,5.510271742976,0.1697186424027279,16.97186424027279
PR22_ME_26,743743.6045600001,0.7437436045600001,4392201.763488,4.392201763488,0.16933275031731862,16.933275031731863
FAS6_ME_new_30,893951.4293999999,0.8939514293999999,5280636.7502999995,5.280636750299999,0.16928856720720534,16.928856720720535
